name,price,ram,ram_unit,rom_type,rom,rom_unit,screen_size,screen_detail,cpu,gpu,battery,weight,rating,link_href,brand,series
Asus Vivobook S 16 OLED S5606MA Ultra 5 125H (MX050W),23.990.000,16,GB,SSD,512,GB,16.0,"3.2K (3200 x 2000) OLED 16:10, 120Hz","CPU: Ultra 5, 125H, 1.2GHz",Card: Intel Arc Graphics,"Pin: 4-cell Li-ion, 75 Wh",1.5,5.0,https://www.thegioididong.com/laptop/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w?utm_flashsale=1,ASUS,VivoBook
Asus Vivobook 14 X1404VA i5 1335U (NK050W),14.890.000,16,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i5, 1335U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 42Wh",1.4,4.9,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-i5-nk050w?utm_flashsale=1,ASUS,VivoBook
Asus Vivobook 15 X1504ZA i5 1235U (NJ1528W),13.890.000,16,GB,SSD,1,TB,15.6,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 42Wh",1.7,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1528w?utm_flashsale=1,ASUS,VivoBook
Asus TUF Gaming F15 FX507ZC4 i7 12700H (HN181W),21.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 12700H, 2.30 GHz",Card: RTX 3050 4GB,"Pin: 4-cell, 56Wh",2.2,5.0,https://www.thegioididong.com/laptop/asus-fx507zc4-i7-hn181w,ASUS,TUF Gaming
Asus TUF Gaming A15 FA506NF R5 7535HS (HN012W),16.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 5, 7535HS, 3.3GHz",Card: RTX 2050 4GB,"Pin: 3-cell, 48Wh",2.3,4.9,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nf-r5-hn012w,ASUS,TUF Gaming
Asus Vivobook S 14 OLED S5406MA Ultra 5 125H (PP136W),24.990.000,16,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Ultra 5, 125H, 1.2GHz",Card: Intel Arc Graphics,"Pin: 4-cell Li-ion, 75 Wh",1.3,5.0,https://www.thegioididong.com/laptop/asus-vivobook-s-14-oled-s5406ma-ultra-5-pp136w,ASUS,VivoBook
Asus Vivobook 15 OLED A1505VA i5 13500H (MA467W),16.990.000,16,GB,SSD,512,GB,15.6,"2.8K (2880 x 1620) - OLED, 120Hz","CPU: i5, 13500H, 2.6GHz",Card: Intel Iris Xe,"Pin: 3-cell, 50Wh",1.7,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-ma467w?utm_flashsale=1,ASUS,VivoBook
Asus Vivobook 15 OLED A1505VA i5 13500H (L1341W),16.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080) OLED,"CPU: i5, 13500H, 2.6GHz",Card: Intel Iris Xe,"Pin: 3-cell, 50Wh",1.7,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1341w,ASUS,VivoBook
Asus TUF Gaming F15 FX507VV i7 13620H (LP151W),28.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 13620H, 2.4GHz",Card: RTX 4060 8GB,"Pin: 4-cell, 90Wh",2.2,5.0,https://www.thegioididong.com/laptop/asus-fx507vv-i7-lp151w,ASUS,TUF Gaming
Asus Vivobook 15 X1504VA i5 1335U (NJ025W),13.990.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1335U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 42Wh",1.7,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w,ASUS,VivoBook
Asus Zenbook 14 OLED UX3405MA Ultra 5 125H,26.390.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Ultra 5, 125H, 1.2GHz",Card: Intel Arc Graphics,"Pin: 4-cell Li-ion, 75 Wh",1.2,4.9,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-5-pp151w?utm_flashsale=1,ASUS,ZenBook
Asus TUF Gaming A15 FA506NCR R7 7435HS (HN097W),19.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 7435HS, 3.1GHz",Card: RTX 3050 4GB,"Pin: 3-cell, 48Wh",2.3,5.0,https://www.thegioididong.com/laptop/asus-fa506ncr-r7-hn097w,ASUS,TUF Gaming
Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN229W),21.490.000,16,GB,SSD,1,TB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12500H, 2.5GHz",Card: RTX 3050 4GB,"Pin: 4-cell, 56Wh",2.2,4.9,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn229w,ASUS,TUF Gaming
Asus TUF Gaming A15 FA506NC R5 7535HS (HN017W),18.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 5, 7535HS, 3.3GHz",Card: RTX 3050 4GB,"Pin: 3-cell, 48Wh",2.3,5.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nc-r5-hn017w,ASUS,TUF Gaming
Asus Vivobook 15 X1504VA i7 1355U (NJ023W),18.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 3-cell, 42Wh",1.7,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-nj023w,ASUS,VivoBook
Asus Gaming Vivobook K3605ZU i5 12500H (RP296W),21.890.000,16,GB,SSD,512,GB,16.0,"WUXGA, 144Hz","CPU: i5, 12500H, 2.5GHz",Card: RTX 4050 6GB,"Pin: 3-cell Li-ion, 70 Wh",1.8,5.0,https://www.thegioididong.com/laptop/asus-gaming-vivobook-k3605zu-i5-rp296w?utm_flashsale=1,ASUS,VivoBook
Asus Zenbook 14 OLED UX3405MA Ultra 9 185H (PP475W),33.490.000,32,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Ultra 9, 185H",Card: Intel Arc Graphics,"Pin: 4-cell Li-ion, 75 Wh",1.2,5.0,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w?utm_flashsale=1,ASUS,ZenBook
Asus Vivobook 15 OLED A1505ZA i5 12500H (L1337W),15.390.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080) OLED,"CPU: i5, 12500H, 2.5GHz",Card: Intel Iris Xe,"Pin: 3-cell, 50Wh",1.7,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505za-i5-l1337w,ASUS,VivoBook
Asus TUF Gaming A15 FA507NUR R7 7435HS (LP057W),23.890.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 7435HS, 3.1GHz",Card: RTX 4050 6GB,"Pin: 4-cell, 90Wh",2.2,5.0,https://www.thegioididong.com/laptop/asus-fa507nur-r7-lp057w,ASUS,TUF Gaming
Asus Zenbook 14 OLED UX3405MA Ultra 7 155H (PP152W),31.490.000,32,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Ultra 7, 155H, 1.4GHz",Card: Intel Arc Graphics,"Pin: 4-cell Li-ion, 75 Wh",1.2,5.0,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w?utm_flashsale=1,ASUS,ZenBook
Asus TUF Gaming F15 FX507VU i7 13620H (LP167W),26.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 13620H, 2.4GHz",Card: RTX 4050 6GB,"Pin: 4-cell, 90Wh",2.2,4.9,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507vu-i7-lp167w,ASUS,TUF Gaming
Asus Vivobook S 16 OLED M5606WA R9 AI HX 370 (MX072WS),30.490.000,32,GB,SSD,1,TB,16.0,"3.2K (3200 x 2000) OLED 16:10, 120Hz","CPU: Ryzen AI 9, HX 370, 2GHz",Card: Radeon,"Pin: 4-cell Li-ion, 75 Wh",1.5,5.0,https://www.thegioididong.com/laptop/asus-vivobook-s-16-oled-m5606wa-r9-mx072ws,ASUS,VivoBook
Asus TUF Gaming A15 FA506NFR R7 7435HS (HN113W),17.390.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 7435HS, 3.1GHz",Card: RTX 2050 4GB,"Pin: 3-cell, 48Wh",2.3,5.0,https://www.thegioididong.com/laptop/asus-fa506nfr-r7-hn113w,ASUS,TUF Gaming
Asus TUF Gaming F15 FX507VU i7 13620H (LP186W),26.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 13620H, 2.4GHz",Card: RTX 4050 6GB,"Pin: 4-cell, 90Wh",2.2,5.0,https://www.thegioididong.com/laptop/asus-fx507vu-i7-lp186w,ASUS,TUF Gaming
Asus Vivobook 15 OLED A1505VA i9 13900H (MA586WS),21.990.000,16,GB,SSD,512,GB,15.6,"2.8K (2880 x 1620) - OLED, 120Hz","CPU: i9, 13900H, 2.6GHz",Card: Intel Iris Xe,"Pin: 3-cell, 50Wh",1.7,5.0,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-ma586ws,ASUS,VivoBook
Asus TUF Gaming A15 FA507NVR R7 7435HS (LP007W),26.390.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 7435HS, 3.1GHz",Card: RTX 4060 8GB,"Pin: 4-cell, 90Wh",2.2,5.0,https://www.thegioididong.com/laptop/asus-fa507nvr-r7-lp007w,ASUS,TUF Gaming
Asus Vivobook 15 OLED A1505VA i9 13900H (L1386W),21.990.000,16,GB,SSD,1,TB,15.6,Full HD (1920 x 1080) OLED,"CPU: i9, 13900H, 2.6GHz",Card: Intel Iris Xe,"Pin: 3-cell, 50Wh",1.7,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-l1386w,ASUS,VivoBook
Asus Vivobook 14X OLED K3405VC i5 13500H (KM006W),23.990.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 90Hz","CPU: i5, 13500H, 2.6GHz",Card: RTX 3050 4GB,"Pin: 3-cell, 63Wh",1.4,4.9,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-k3405vc-i5-km006w,ASUS,VivoBook
Asus TUF Gaming F15 FX506HF i5 11400H (HN014W),15.990.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 11400H, 2.7GHz",Card: RTX 2050 4GB,"Pin: 3-cell, 48Wh",2.3,4.9,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx506hf-i5-hn014w,ASUS,TUF Gaming
Asus TUF Gaming A15 FA507NU R5 7535HS (LP105W),22.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 5, 7535HS, 3.3GHz",Card: RTX 4050 6GB,"Pin: 4-cell, 90Wh",2.2,4.9,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nu-r5-lp105w,ASUS,TUF Gaming
Asus TUF Gaming A15 FA507NV R7 7735HS (LP031W),27.390.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 7735HS, 3.2GHz",Card: RTX 4060 8GB,"Pin: 4-cell, 90Wh",2.2,4.9,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nv-r7-lp031w,ASUS,TUF Gaming
Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN074W),18.990.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12500H, 2.5GHz",Card: RTX 3050 4GB,"Pin: 4-cell, 56Wh",2.2,4.9,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn074w,ASUS,TUF Gaming
Asus Vivobook S 15 S5507QA X1E 78 100 (MA090WS),31.090.000,32,GB,SSD,1,TB,15.6,"2.8K (2880 x 1620) - OLED, 120Hz","CPU: Snapdragon X Elite, X1E 78 100",Card: Qualcomm Adreno GPU,"Pin: 3-cell Li-ion, 70 Wh",1.42,,https://www.thegioididong.com/laptop/asus-s5507qa-x1e-78-100-ma090ws,ASUS,VivoBook
Asus TUF Gaming Dash F15 FX517ZE i5 12450H (HN045W),19.990.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12450H, 2GHz",Card: RTX 3050Ti 4GB,"Pin: 4-cell, 76Wh",2.0,4.9,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w,ASUS,TUF Gaming
ASUS TUF Gaming A15 FA507UV R7 8845HS (LP142W),28.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 8845HS, 3.8GHz",Card: RTX 4060 8GB,"Pin: 4-cell, 90Wh",2.2,5.0,https://www.thegioididong.com/laptop/asus-fa507uv-r7-lp142w,ASUS,TUF Gaming
Asus Zenbook S 14 UX5406SA Ultra 7 258V (PV140WS),43.990.000,32,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Intel Core Ultra 7 Lunar Lake, 258V, 2.2GHz",Card: Intel Arc Graphics,"Pin: 4-cell, 72Wh",1.2,5.0,https://www.thegioididong.com/laptop/asus-ux5406sa-ultra-7-pv140ws,ASUS,ZenBook
Asus TUF Gaming A14 FA401WV R9 AI HX 370 (RG062WS),40.990.000,16,GB,SSD,1,TB,14.0,"QHD+ (2560 x 1600) 16:10, 165Hz","CPU: Ryzen AI 9, HX 370, 2GHz",Card: RTX 4060 8GB,"Pin: 4-cell Li-ion, 73 Wh",1.46,5.0,https://www.thegioididong.com/laptop/asus-fa401wv-r9-ai-rg062ws,ASUS,TUF Gaming
Asus Vivobook 14 A1405VA i3 1315U (LY097W),11.490.000,8,GB,SSD,512,GB,14.0,WUXGA,"CPU: i3, 1315U, 1.2GHz",Card: Intel UHD,"Pin: 3-cell, 42Wh",1.6,4.9,https://www.thegioididong.com/laptop/asus-vivobook-14-a1405va-i3-ly097w,ASUS,VivoBook
Asus ROG Strix G16 G614JV i7 13650HX (N3515W),38.990.000,32,GB,SSD,1,TB,16.0,"Full HD+ (1920 x 1200), 165Hz","CPU: i7, 13650HX, 2.6GHz",Card: RTX 4060 8GB,"Pin: 4-cell, 90Wh",2.5,,https://www.thegioididong.com/laptop/asus-rog-strix-g16-g614jv-i7-n3515w,ASUS,ROG
Asus TUF Gaming A14 FA401WV R9 AI HX 370 (RG061WS),45.990.000,32,GB,SSD,1,TB,14.0,"WQXGA (2560 x 1600), 165Hz","CPU: Ryzen AI 9, HX 370, 2GHz",Card: RTX 4060 8GB,"Pin: 4-cell Li-ion, 73 Wh",1.46,,https://www.thegioididong.com/laptop/asus-fa401wv-r9-ai-hx-370-rg061ws,ASUS,TUF Gaming
Asus ROG Strix G16 G614JU i7 13650HX (N3509W),36.990.000,32,GB,SSD,1,TB,16.0,"Full HD+ (1920 x 1200), 165Hz","CPU: i7, 13650HX, 2.6GHz",Card: RTX 4050 6GB,"Pin: 4-cell, 90Wh",2.5,,https://www.thegioididong.com/laptop/asus-rog-strix-g16-g614ju-i7-n3509w,ASUS,ROG
Asus ROG Flow X16 GV601VV i9 13900H (NF044W),49.990.000,16,GB,SSD,1,TB,16.0,"WQXGA (2560 x 1600), 240Hz","CPU: i9, 13900H, 2.6GHz",Card: RTX 4060 8GB,"Pin: 4-cell, 90Wh",2.0,,https://www.thegioididong.com/laptop/asus-rog-flow-x16-gv601vv-i9-nf044w,ASUS,ROG
Asus Vivobook S 14 S5406MA Ultra 5 125H (PP046WS),24.490.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Ultra 5, 125H, 1.2GHz",Card: Intel Arc Graphics,"Pin: 4-cell Li-ion, 75 Wh",1.3,,https://www.thegioididong.com/laptop/asus-vivobook-s-14-s5406ma-ultra-5-pp046ws,ASUS,VivoBook
Asus Vivobook S 14 S5406SA Ultra 5 226V (PP060WS),28.990.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Intel Core Ultra 5 Lunar Lake, 226V, 2.1GHz",Card: Intel Arc Graphics,"Pin: 4-cell Li-ion, 75 Wh",1.3,,https://www.thegioididong.com/laptop/asus-vivobook-s-14-s5406sa-ultra-5-pp060ws,ASUS,VivoBook
Asus Vivobook S 14 S5406SA Ultra 7 258V (PP059WS),35.990.000,32,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 120Hz","CPU: Intel Core Ultra 7 Lunar Lake, 258V, 2.2GHz",Card: Intel Arc Graphics,"Pin: 4-cell Li-ion, 75 Wh",1.3,,https://www.thegioididong.com/laptop/asus-vivobook-s-14-s5406sa-ultra-7-pp059ws,ASUS,VivoBook
Dell Inspiron 15 3520 i5 1235U (N5I5052W1),15.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.66,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5052w1?utm_flashsale=1,DELL,Inspiron
Dell Inspiron 15 3520 i5 1235U,16.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.9,4.9,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,DELL,Inspiron
Dell Latitude 3440 i5 1235U (L3440-I51235U-16G512G),15.990.000,16,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.54,4.9,https://www.thegioididong.com/laptop/dell-latitude-3440-i5-l3440i51235u16g512g?utm_flashsale=1,DELL,Latitude
Dell Inspiron 15 3520 i5 1235U (N3520-i5U165W11BLU-FP),16.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.9,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520i5u165w11blufp,DELL,Inspiron
Dell Inspiron 15 3530 i5 1334U (N3530-i5U165W11SLU),17.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1334U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.66,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530i5u165w11slu?utm_flashsale=1,DELL,Inspiron
Dell Inspiron 15 3530 i7 1355U (71043888),20.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 4-cell, 54Wh",1.66,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71043888?utm_flashsale=1,DELL,Inspiron
Dell Inspiron 15 3520 i5 1235U (71043883),16.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.9,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71043883,DELL,Inspiron
Dell Inspiron 15 3520 i5 1235U (N3520-i5U085W11SLU),15.690.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.9,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520-i5u085w11slu,DELL,Inspiron
Dell Vostro 3530 i5 1335U (80GG93),18.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1335U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.66,4.9,https://www.thegioididong.com/laptop/dell-vostro-3530-i5-80gg93,DELL,Vostro
Dell Inspiron 15 3530 i5 1334U (N5I5340W1),18.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1334U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.66,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5340w1,DELL,Inspiron
Dell Inspiron 15 3520 i5 1235U (i5U085W11BLU),14.490.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.9,4.9,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5u085w11blu?utm_flashsale=1,DELL,Inspiron
Dell Inspiron 15 3530 i7 1355U (P16WD),22.490.000,16,GB,SSD,1,TB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i7, 1355U",Card: Intel Iris Xe,"Pin: 4-cell, 54Wh",1.65,4.9,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-p16wd,DELL,Inspiron
Dell Vostro 15 3520 i5 1235U (5M2TT2),15.490.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.67,4.9,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-5m2tt2,DELL,Vostro
Dell Vostro 3520 i5 1235U (71030559),16.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.9,4.9,https://www.thegioididong.com/laptop/dell-vostro-3520-i5-71030559,DELL,Vostro
Dell Vostro 15 3520 i5 1235U (V3520-i5U165W11GRU),16.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.9,5.0,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v3520i5u165w11gru,DELL,Vostro
Dell Inspiron 15 3530 i7 1355U (71026454),21.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 4-cell, 54Wh",1.66,4.9,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71026454,DELL,Inspiron
Dell Inspiron 15 3520 i5 1235U (71027003),13.990.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.9,4.9,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71027003,DELL,Inspiron
Dell Inspiron 15 3530 i5 1334U (71043885),18.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1334U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.66,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71043885,DELL,Inspiron
Dell Inspiron 14 5440 Core 7 150U (7FN5J),24.990.000,16,GB,SSD,1,TB,14.0,Full HD+,"CPU: Core 7, 150U",Card: Intel Graphics,"Pin: 4-cell, 54Wh",1.56,5.0,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-7fn5j,DELL,Inspiron
Dell Inspiron 16 5640 Core 7 150U (KHPF5),27.990.000,16,GB,SSD,1,TB,16.0,Full HD+ (1920 x 1200),"CPU: Core 7, 150U","Card: NVIDIA Geforce MX570A, 2 GB","Pin: 4-cell, 54Wh",1.87,5.0,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-khpf5,DELL,Inspiron
Dell Inspiron 15 3530 i7 1355U (N5I7301W1),21.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 3-cell, 54 Wh",1.65,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7301w1,DELL,Inspiron
Dell Inspiron 15 3530 i7 1355U (N3530-i7U161W11BLU-FP),22.490.000,16,GB,SSD,1,TB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 4-cell, 54Wh",1.66,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530i7u161w11blufp,DELL,Inspiron
Dell Inspiron 14 5440 Core 7 150U (N4I7204W1),23.990.000,16,GB,SSD,512,GB,14.0,Full HD+ (1920 x 1200),"CPU: Core 7, 150U",Card: Intel Graphics,"Pin: 4-cell, 54Wh",1.67,5.0,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-n4i7204w1,DELL,Inspiron
Dell Inspiron 15 3530 i5 1334U (P16WD2),18.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1334U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.65,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd2,DELL,Inspiron
Dell Inspiron 16 5640 Core 7 150U (N5640-C7U161W11IBU),25.990.000,16,GB,SSD,1,TB,16.0,Full HD+,"CPU: Core 7, 150U",Card: Intel Graphics,"Pin: 4-cell, 54Wh",1.98,5.0,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n5640c7u161w11ibu,DELL,Inspiron
Dell Inspiron 15 3530 i5 1335U (N5I5791W1),18.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1335U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.66,4.9,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5791w1,DELL,Inspiron
Dell Vostro 15 3520 i5 1235U (i5U165W11GRU),16.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.9,5.0,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-i5u165w11gru,DELL,Vostro
Dell Latitude 3440 i7 1355U (71038103),24.490.000,16,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 3-cell, 42Wh",1.6,5.0,https://www.thegioididong.com/laptop/dell-latitude-3440-i7-71038103,DELL,Latitude
Dell Inspiron 15 3520 i5 1235U (N5I5011W1),16.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.9,5.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5011w1,DELL,Inspiron
